share_files_nums,share_files_rate,only_commit_files_nums,exist_cve,insert_loc_nums,delete_loc_nums,all_loc_nums,all_method_nums,commit_msg,cve_desc,commit_id,is_right
1,1,0,1,15,1,16,1,"PKCS#7: Fix NULL dereference with missing EncryptedContent.

CVE-2015-1790

Reviewed-by: Rich Salz <rsalz@openssl.org>","The PKCS7_dataDecodefunction in crypto/pkcs7/pk7_doit.c in OpenSSL before 0.9.8zg, 1.0.0 before 1.0.0s, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a PKCS#7 blob that uses ASN.1 encoding and lacks inner EncryptedContent data.",59302b600e8d5b77ef144e447bb046fd7ab72686,1
1,1,0,1,47,10,57,1,"Fix length checks in X509_cmp_time to avoid out-of-bounds reads.

Also tighten X509_cmp_time to reject more than three fractional
seconds in the time; and to reject trailing garbage after the offset.

CVE-2015-1789

Reviewed-by: Viktor Dukhovni <viktor@openssl.org>
Reviewed-by: Richard Levitte <levitte@openssl.org>","The X509_cmp_time function in crypto/x509/x509_vfy.c in OpenSSL before 0.9.8zg, 1.0.0 before 1.0.0s, 1.0.1 before 1.0.1n, and 1.0.2 before 1.0.2b allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted length field in ASN1_TIME data, as demonstrated by an attack against a server that supports client authentication with a custom verification callback.",f48b83b4fb7d6689584cf25f61ca63a4891f5b11,1
1,1,0,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/120,The ReadWPGImage function in coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted WPG file.,bef1e4f637d8f665bc133a9c6d30df08d983bc3a,1
1,1,0,0,12,7,19,2,Added check for out of bounds read (https://github.com/ImageMagick/ImageMagick/issues/108).,coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,4f2c04ea6673863b87ac7f186cbb0d911f74085c,1
0,0,1,0,2,2,4,2,https://github.com/ImageMagick/ImageMagick/issues/143,MagickCore/memory.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted PDB file.,6d202a0514fb6a406456b8b728cde776becb25f8,1
1,1,0,0,2,1,3,1,Fixed SEGV reported in https://github.com/ImageMagick/ImageMagick/issues/130,magick/profile.c in ImageMagick allows remote attackers to cause a denial of service (segmentation fault) via a crafted profile.,02dadf116124cfba35d7ebd9ced3e5ad0be0f176,1
0,0,2,0,4,2,6,2,https://github.com/ImageMagick/ImageMagick/issues/126,The generic decoder in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted file.,430403b0029b37decf216d57f810899cab2317dd,1
1,1,0,0,6,3,9,1,https://github.com/ImageMagick/ImageMagick/issues/148,coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted file.,82e2049862a8b8a999e160734ad64fb6cc3b145f,1
0,0,1,0,1,1,2,1,Added extra check to fix https://github.com/ImageMagick/ImageMagick/issues/93,The ReadPSDImage function in MagickCore/locale.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,4b1b9c0522628887195bad3a6723f7000b0c9a58,1
1,1,0,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/102,coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted file.,b60d1ed0af37c50b91a40937825b4c61e8458095,1
1,1,0,0,17,20,37,2,Fixed out-of-bounds write reported in: https://github.com/ImageMagick/ImageMagick/issues/102,coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted file.,998c687fb83993c13fa711d75f59a95b38ceab77,1
1,1,0,0,1,1,2,1,Fixed head buffer overflow reported in: https://github.com/ImageMagick/ImageMagick/issues/98,Heap-based buffer overflow in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,5f16640725b1225e6337c62526e6577f0f88edb8,1
1,1,0,0,2,2,4,1,https://github.com/ImageMagick/ImageMagick/issues/96,coders/meta.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.,f8c318d462270b03e77f082e2a3a32867cacd3c6,1
0,0,1,0,7,4,11,2,https://github.com/ImageMagick/ImageMagick/issues/105,The quantum handling code in ImageMagick allows remote attackers to cause a denial of service (divide-by-zero error or out-of-bounds write) via a crafted file.,c4e63ad30bc42da691f2b5f82a24516dd6b4dc70,1
1,1,0,0,2,1,3,1,https://github.com/ImageMagick/ImageMagick/issues/104,coders/xcf.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted XCF file.,a2e1064f288a353bc5fef7f79ccb7683759e775c,1
1,1,0,0,2,2,4,1,https://github.com/ImageMagick/ImageMagick/issues/99,The ReadVIFFImage function in coders/viff.c in ImageMagick allows remote attackers to cause a denial of service (segmentation fault) via a crafted VIFF file.,7be16a280014f895a951db4948df316a23dabc09,1
1,1,0,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/122,coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.,b3dd69b23e9338806891c708a0cc8a82c0d1872a,1
1,1,0,0,1,1,2,1,Moved check for https://github.com/ImageMagick/ImageMagick/issues/92.,Heap-based buffer overflow in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,30eec879c8b446b0ea9a3bb0da1a441cc8482bc4,1
1,1,0,0,4,2,6,1,https://bugs.launchpad.net/ubuntu/+source/imagemagick/+bug/1537213,Heap-based buffer overflow in coders/hdr.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted HDR file.,14e606db148d6ebcaae20f1e1d6d71903ca4a556,1
1,1,0,0,6,2,8,1,Fixed check for the number of pixels that will be allocated.,The ReadRLEImage function in coders/rle.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via vectors related to the number of pixels.,2ad6d33493750a28a5a655d319a8e0b16c392de1,1
1,1,0,0,2,0,2,1,Added check for bit depth 1.,The ReadPSDChannelPixels function in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,198fffab4daf8aea88badd9c629350e5b26ec32f,1
1,1,0,0,87,80,167,2,Rewrite reading pixel values.,The ReadPSDChannelPixels function in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,280215b9936d145dd5ee91403738ccce1333cab1,1
1,1,0,0,2,1,3,1,Added missing call to ConstrainColormapIndex.,The ReadPSDChannelPixels function in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,e14fd0a2801f73bdc123baf4fbab97dec55919eb,1
1,1,0,0,2,2,4,1,Fixed overflow.,The ReadPSDChannelPixels function in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,6f1879d498bcc5cce12fe0c5decb8dbc0f608e5d,1
0,0,18,0,61,57,118,107,Security update / 安全更新,showdoc is vulnerable to Cross-Site Request Forgery (CSRF),3ff0c85d439ccbdfadeb96b5a52acf6318041109,1
0,0,0,0,28,23,51,0,chg: [opendata] updated and changed parameter handling,"In MISP before 2.4.148, app/Lib/Export/OpendataExport.php mishandles parameter data that is used in a shell_exec call.",e36f73947e741bc97320f0c42199acd1a94c7051,1
0,0,3,0,8,8,16,6,"proc.c: add `mrb_state` argument to `mrb_proc_copy()`.

The function may invoke the garbage collection and it requires
`mrb_state` to run.",mruby is vulnerable to NULL Pointer Dereference,f5e10c5a79a17939af763b1dcf5232ce47e24a34,1
1,1,0,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/280,MagickCore/profile.c in ImageMagick before 7.0.3-2 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.,a7bb158b7bedd1449a34432feb3a67c8f1873bfa,1
1,1,0,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/281,magick/attribute.c in ImageMagick 7.0.3-2 allows remote attackers to cause a denial of service (use-after-free) via a crafted file.,90406972f108c4da71f998601b06abdc2ac6f06e,1
0,0,1,0,3,3,6,1,"proc.c: should not reference `irep` when copying failed.

It may cause broken reference count numbers.",mruby is vulnerable to Heap-based Buffer Overflow,28ccc664e5dcd3f9d55173e9afde77c4705a9ab6,1
0,0,0,0,87685,105,87790,0,Merge branch 'v2.10.0',showdoc is vulnerable to Generation of Error Message Containing Sensitive Information,e43df0a190f68aefa272507d3bd54475f566c1db,1
0,0,1,0,4,1,5,1,"Fix use-after-free in iobank rbtree usage ##io

* See havoc4 bin for reproducer
* Reported via huntr.dev by 'Cen Zhang'",radare2 is vulnerable to Out-of-bounds Read,37897226a1a31f982bfefdc4aeefc2e50355c73c,1
0,0,1,0,4,1,5,1,"Fix use-after-free in iobank rbtree usage ##io

* See havoc4 bin for reproducer
* Reported via huntr.dev by 'Cen Zhang'",Use After Free in GitHub repository radareorg/radare2 prior to 5.6.0.,37897226a1a31f982bfefdc4aeefc2e50355c73c,1
0,0,1,0,2,2,4,1,https://github.com/ImageMagick/ImageMagick/issues/4729,A heap-based-buffer-over-read flaw was found in ImageMagick's GetPixelAlpha() function of 'pixel-accessor.h'. This vulnerability is triggered when an attacker passes a specially crafted Tagged Image File Format (TIFF) image to convert it into a PICON file format. This issue can potentially lead to a denial of service and information disclosure.,e50f19fd73c792ebe912df8ab83aa51a243a3da7,1
0,0,4,0,4,6,10,3,fix comments xss,Code Injection in Packagist microweber/microweber prior to 1.2.11.,51b5a4e3ef01e587797c0109159a8ad9d2bac77a,1
0,0,1,0,2,2,4,1,search_authors only admins,Improper Access Control in Packagist microweber/microweber prior to 1.2.11.,e680e134a4215c979bfd2eaf58336be34c8fc6e6,1
0,0,1,0,2,2,4,1,search_authors only admins,Exposure of Sensitive Information to an Unauthorized Actor in Packagist microweber/microweber prior to 1.2.11.,e680e134a4215c979bfd2eaf58336be34c8fc6e6,1
0,0,1,0,2,3,5,0,xss on contact form fix,Cross-site Scripting (XSS) - Stored in Packagist microweber/microweber prior to 1.2.11.,b64ef574b82dbf89a908e1569d790c7012d1ccd7,1
0,0,1,0,2,0,2,2,class.c: add `obj->c` check before `prepare_singleton_class()`.,mruby is vulnerable to NULL Pointer Dereference,31fa3304049fc406a201a72293cce140f0557dca,1
0,0,1,0,1,2,3,1,codegen.c: no `OP_HASHADD` required when `val` is false.,NULL Pointer Dereference in Homebrew mruby prior to 3.2.,b611c43a5de061ec21b343967e1b64c45c373d7e,1
1,1,0,0,40,18,58,1,"cbs_av1: Fix reading of overlong uvlc codes

The specification allows 2^32-1 to be encoded as any number of zeroes
greater than 31, followed by a one.  This previously failed because the
trace code would overflow the array containing the string representation
of the bits if there were more than 63 zeroes.  Fix that by splitting the
trace output into batches, and at the same time move it out of the default
path.

(While this seems likely to be a specification error, libaom does support
it so we probably should as well.)

From a test case by keval shah <skeval65@gmail.com>.

Reviewed-by: Michael Niedermayer <michael@niedermayer.cc>",FFMPEG version 4.1 contains a CWE-129: Improper Validation of Array Index vulnerability in libavcodec/cbs_av1.c that can result in Denial of service. This attack appears to be exploitable via specially crafted AV1 file has to be provided as input. This vulnerability appears to have been fixed in after commit b97a4b658814b2de8b9f2a3bce491c002d34de31.,b97a4b658814b2de8b9f2a3bce491c002d34de31,1
1,1,0,0,6,2,8,2,...,"In ImageMagick before 6.9.8-5 and 7.x before 7.0.5-6, there is a memory leak in the ReadMATImage function in coders/mat.c.",79e5dbcdd1fc2f714f9bae548bc55d5073f3ed20,1
1,1,0,0,1,1,2,1,https://github.com/ImageMagick/ImageMagick/issues/501,"In ImageMagick before 6.9.8-8 and 7.x before 7.0.5-9, the ReadJP2Image function in coders/jp2.c does not properly validate the channel geometry, leading to a crash.",f13c6b54a879aaa771ec64b5a066b939e8f8e7f0,1
1,1,0,0,1,0,1,1,https://github.com/ImageMagick/ImageMagick/issues/362,"In ImageMagick before 6.9.7-6 and 7.x before 7.0.4-6, the ReadMATImage function in coders/mat.c uses uninitialized data, which might allow remote attackers to obtain sensitive information from process memory.",51b0ae01709adc1e4a9245e158ef17b85a110960,1
1,1,0,0,3,0,3,1,Skip MNG CLIP chunk with out-of-range object IDs,"In ImageMagick before 6.9.9-0 and 7.x before 7.0.6-1, the ReadOneMNGImage function in coders/png.c has an out-of-bounds read with the MNG CLIP chunk.",d072ed6aff835c174e856ce3a428163c0da9e8f4,1
0,0,4,1,22,17,39,1,"CVE-2017-13009/IPv6 mobility: Add a bounds check.

This fixes a buffer over-read discovered by Brian 'geeknik' Carpenter.

Add a test using the capture file supplied by the reporter(s).

While we're at it:

Add a comment giving the RFC for IPv6 mobility headers.

Clean up some bounds checks to make it clearer what they're checking, by
matching the subsequent EXTRACT_ calls or memcpy.

For the binding update, if none of the flag bits are set, don't check
the individual flag bits.",The IPv6 mobility parser in tcpdump before 4.9.2 has a buffer over-read in print-mobility.c:mobility_print().,db8c799f6dfc68765c9451fcbfca06e662f5bd5f,1
0,0,4,1,3,13,16,1,"CVE-2017-13008/IEEE 802.11: Fix TIM bitmap copy to copy from p + offset.

offset has already been advanced to point to the bitmap; we shouldn't
add the amount to advance again.

This fixes a buffer over-read discovered by Brian 'geeknik' Carpenter.

Add a test using the capture file supplied by the reporter(s).

While we're at it, remove some redundant tests - we've already checked,
before the case statement, whether we have captured the entire
information element and whether the entire information element is
present in the on-the-wire packet; in the cases for particular IEs, we
only need to make sure we don't go past the end of the IE.",The IEEE 802.11 parser in tcpdump before 4.9.2 has a buffer over-read in print-802_11.c:parse_elements().,5edf405d7ed9fc92f4f43e8a3d44baa4c6387562,1
0,0,13,1,145,246,391,2,"CVE-2017-13026/IS-IS: Clean up processing of subTLVs.

Add bounds checks, do a common check to make sure we captured the entire
subTLV, add checks to make sure the subTLV fits within the TLV.

This fixes a buffer over-read discovered by Bhargava Shastry,
SecT/TU Berlin.

Add tests using the capture files supplied by the reporter(s), modified
so the capture files won't be rejected as an invalid capture.

Update existing tests for changes to IS-IS dissector.","The ISO IS-IS parser in tcpdump before 4.9.2 has a buffer over-read in print-isoclns.c, several functions.",b20e1639dbac84b3fcb393858521c13ad47a9d70,1
0,0,4,1,17,13,30,4,"CVE-2017-13029/PPP: Fix a bounds check, and clean up other bounds checks.

For configuration protocol options, use ND_TCHECK() and
ND_TCHECK_nBITS() macros, passing them the appropriate pointer argument.
This fixes one case where the ND_TCHECK2() call they replace was not
checking enough bytes.

This fixes a buffer over-read discovered by Bhargava Shastry,
SecT/TU Berlin.

Add a test using the capture file supplied by the reporter(s), modified
so the capture file won't be rejected as an invalid capture.",The PPP parser in tcpdump before 4.9.2 has a buffer over-read in print-ppp.c:print_ccp_config_options().,7029d15f148ef24bb7c6668bc640f5470d085e5a,1
